贴文ID,作者名字,认证状态,粉丝数,转评赞数,微博内容,话题名称,视频标题
P8KgCEL86,凤凰卫视,True,14933573,29239104,【#特朗普扩张言论遭布林肯否认#】对于美国候任总统特朗普近期针对巴拿马运河、格陵兰岛、加拿大和墨西哥发表的威胁言论，美国国务卿布林肯8日表示，这些威胁不会成真，因此不应该就这些问题浪费时间。美国国会民主党领袖也驳斥特朗普，指他对扩张美国版图的痴迷令人感到困惑，这与实现美国梦无关。（ ,特朗普扩张言论遭布林肯否认/特朗普为什么觊觎格陵兰岛,凤凰卫视的微博视频
P5fNnuf7m,外贸商老贾,True,393248,7242610,特朗普当场示范交易的艺术 如何将投资从1000亿美元谈到2000亿美元#孙正义现身特朗普海湖庄园# http://t.cn/A6mB1nyU ,孙正义现身特朗普海湖庄园,外贸商老贾的微博视频
P6nlOk6bS,南归孤夷,True,583269,15566804,蔡正元：雷蒙多讲美国制裁中国大陆是做傻事，这个是大家早就预料的到的#中国##美国##特朗普# http://t.cn/A6u2gZYj ,中国/美国/特朗普,南归孤夷的微博视频
P92sA9xzx,YouTube全球精选,True,2113857,20166327,福克斯主持人“挑衅”采访加拿大人，关于特朗普要“拿下”加拿大的话题，看看路人的反应……不得不说，这采访贱贱的感觉……[doge] http://t.cn/A6uExSz7 ,,YouTube全球精选的微博视频
P8DWim15a,邱震海,True,2020535,645725,#烽火问鼎计划# 当地时间1月7日，特朗普在海湖庄园举行记者会，记者会上特朗普连发“雷语”，称不排除使用军事或经济力量取得巴拿马运河和格陵兰岛的控制权，甚至要将加拿大并入美国，墨西哥湾改名，这些惊人言论背后，隐藏着他怎样的政治意图？欢迎收看《震海听风》今日解读。 ,烽火问鼎计划/特朗普不排除武力控制巴拿马运河格陵兰岛,邱震海的微博视频
P6nKaahQv,南归孤夷,True,583269,15566804,介文汲：美国不了解中国的历史，不晓得中国的民族性，你制裁的方法只会将中国大陆推上一个新的高度#中国##台湾##美国##特朗普# http://t.cn/A6uLv6pl ,中国/台湾/美国/特朗普,南归孤夷的微博视频
P7IR4vnhT,长征后卫薛伯陵,True,9178503,4770186,#禁止向28家美国实体出口两用物项#最近几年，美国做过很多次跟解放军开战的兵推，所有兵推结果是美军胜的，全部都是让NGAD虚拟参战的，还把NGAD的各项参数调到最高… 将来美军再做兵推，把 NGAD 放到哪一边是个新问题了🤣#特朗普# http://t.cn/A6uSHVTH ,禁止向28家美国实体出口两用物项/特朗普,长征后卫薛伯陵的微博视频
P8TLo8KZt,舵手无畏,True,139664,687145,#卡特葬礼上美国前总统上演修罗场# 《葬礼上的端倪》   卡特葬礼的现场，美国前总统们的一举一动都仿佛在诉说着无声的故事。  特朗普与迈克·彭斯热情握手，展现出熟络的关系。然而，奥巴马的行为却与之形成鲜明对比，他在与所有其他人握手时，唯独将特朗普夫妇排除在外。  小布什的态度更是直接，他无 ,卡特葬礼上美国前总统上演修罗场,舵手无畏的微博视频
P8Yc3w5BK,环球时报,True,31207493,466021298,#特朗普发视频称格陵兰岛居民愿加入美国#【特朗普发视频：格陵兰岛居民愿意成为美国一部分】美国当选总统特朗普1月9日在自己的社交平台上发布了一段文字感谢格陵兰岛的居民招待他的儿子。同时他还配上视频，画面显示，很多格陵兰岛的居民戴着红色帽子声称，乐意让特朗普买下格陵兰岛。  ,特朗普发视频称格陵兰岛居民愿加入美国,参考消息的微博视频
P8c5PhIBm,金灿荣教授,True,3534209,18286181,特朗普讲话赤裸裸的，这帮兄弟听完都懵圈了 http://t.cn/A6u04KlT ,,金灿荣教授的微博视频
P5feK8QD8,刘成春,True,216695,1731876,特朗普能让剧情反转吗？  特朗普周一在佛罗里达州棕榈滩的海湖庄园俱乐部会见了TikTok首席执行官周受资。  特朗普在海湖庄园对记者表示：“我们会看一下TikTok。我对这款应用有好感，因为我在大选中以34个百分点的优势赢得了年轻人。有些人认为TikTok在其中发挥了作用。”他还补充说，他的儿子巴伦建议 ,特朗普会见TikTok的CEO周受资,刘成春的微博视频
P5qgDEYZB,外贸商老贾,True,393248,7242610,特朗普暗示:乌克兰东部已变成一堆废墟，谁占领并不重要。不得不说，这个人纯粹是一个不讲道义，只讲自身利益的实用主义者。如果按照这个思路，美国人没有资格领导西方世界#特朗普正式赢得总统职位# http://t.cn/A6mgTHcI ,特朗普正式赢得总统职位,外贸商老贾的微博视频
P8EH63R0T,苏晓晖的世界,True,1150913,118222,或军事夺取巴拿马运河和格陵兰岛？特朗普有意为第二任期“做牌” http://t.cn/A6uTgHmE ,,苏晓晖的世界的微博视频
P7FRah5gA,前HR随笔,True,148725,1491950,被问有什么新年愿望？特朗普：之前人们不太尊重美国，会让他们尊重的！  我今年对特朗普的愿望就是他赶紧去敲打欧洲，敲打日韩，把他们的西方的联盟打个鸡飞狗跳、支离破碎[笑cry]。 http://t.cn/A6uanQkO ,,前HR随笔的微博视频
P4FPegMEM,评论员杜平,True,715401,142906,#特朗普邀请中国出席就职典礼# 特朗普为何要打破传统，邀请中国出席就职典礼？中美关系还有变数#微博新知##v评智库# http://t.cn/A6mR6Vd3 ,特朗普邀请中国出席就职典礼/微博新知/v评智库,评论员杜平的微博视频
P6cRenIul,中国日报,True,64938125,171040186,【#特朗普威胁巴拿马不听话就归还运河# 外交部回应】#外交部回应特朗普收回巴拿马运河言论# 12月23日，外交部发言人毛宁主持例行记者会。有记者提问称， 美国当选总统特朗普威胁称美国将“收回”巴拿马运河，中方对此有何评论？毛宁表示，巴拿马总统穆利诺已经就此作出了公开表态，强调巴拿马运河及周 ,特朗普威胁巴拿马不听话就归还运河/外交部回应特朗普收回巴拿马运河言论,中国日报的微博视频
P8Bw3An9w,品茶说酒,True,174540,1350966,谈不拢就打！特朗普称不排除军事手段，抢格陵兰岛和巴拿马运河！  1.据彭博报道，美国当选总统特朗普准备优先解决，三个问题：一是加拿大，二是巴拿马运河，三是格陵兰岛。特朗普在周二表示，他不会排除使用军事或经济手段迫使巴拿马放弃对美国一百多年前修建的运河的控制权，并迫使丹麦将格陵兰出售给 ,特朗普再提吞并加拿大,品茶说酒的微博视频
P95KQlm9C,邱震海,True,2020533,645725,#烽火问鼎计划# 离开特朗普上任越来越近了，最近他对盟国的关系，开始出现了重大的一些动荡。从觊觎加拿大领土，到欲图收购格陵兰岛，再到试图收回巴拿马运河的运营权，特朗普这一系列行动到底意欲何为？欢迎收看《震海听风》今日解读。#特朗普再提吞并加拿大##特朗普不排除武力控制巴拿马运河格陵兰岛 ,烽火问鼎计划/特朗普再提吞并加拿大,邱震海的微博视频
P95d5EKv7,南归孤夷,True,583269,15566804,格陵兰岛政府表态想独立：不想当丹麦人，也不想当美国人，我们想当格陵兰人#美国##特朗普# http://t.cn/A6uEkIrH ,美国/特朗普,南归孤夷的微博视频
P8lbdnuHb,一个坏土豆,True,317784,1710933,现在民主党精准的找到了特朗普的痛点，开始了犀利的攻击。 你特朗普不是高傲自满吗？不是要乾纲独断说一不二吗？那我就启动所有的媒体发动所有人到处发布消息，说你的决定都是马斯克做的，你听命于马斯克。 这一点阳谋无解，无招可破，杀人诛心！ 就算明知道这是流言蛮语，但最终也只能被吞噬，况且特 ,,一个坏土豆的微博视频
P6EoL7HDh,FUNNY-ANIMALS,True,673954,18846538,特朗普想买格陵兰岛，被丹麦狠狠回绝了🇩🇰😂  #2024就笑到这儿了# - http://t.cn/A6ubp9pR ,2024就笑到这儿了,FUNNY-ANIMALS的微博视频
P7rZmlh6I,南归孤夷,True,583269,15566804,这就是西方国家对中国的傲慢与恶意，文明只存在于中国的文化传统之中，只有我们的对外政策是保持善意的#中国##美国##特朗普# http://t.cn/A6uixnOc ,中国/美国/特朗普,南归孤夷的微博视频
P7QMAilfQ,包容万物恒河水,True,972966,85959790,🔻《独立报》的最新消息：特朗普酒店卡车炸弹袭击者马修-利文斯伯格（Matthew Livelsberger）的家人称他是“特朗普的忠实支持者”，并对事件提出质疑。 🔻利维斯伯格的叔叔告诉《独立报》，他对爆炸感到困惑，因为如果他的侄子真的想搞破坏，他可以安装炸弹炸掉半个酒店。 🔻“他以前在脸书上写 ,美特朗普国际酒店门前汽车爆炸1死7伤,包容万物恒河水的微博视频
P8B5Z3VWO,王冰汝,True,5303309,12408507,11月大选之后，拜登几乎消失，特朗普才是美国总统。最近两周一次记者会，语不惊人死不休。 今天的重点是：吞并加拿大，武力夺取巴拿马运河和格陵兰群岛，还要把墨西哥湾改名为美国湾。 http://t.cn/A6uYEs1t ,,王冰汝的微博视频
P9csj3Tg9,傅大闲谈,True,268515,611212,#加州州长邀请特朗普商讨救灾##相信美国消防的她回家时直接傻眼#加州州长被截住了。我正在和总统通话，但是打不通[二哈]你别说，虽然不咋办事但是态度不错[doge] http://t.cn/A6umy3QE ,加州州长邀请特朗普商讨救灾/相信美国消防的她回家时直接傻眼,傅大闲谈的微博视频
P3OxFaimr,南归孤夷,True,583269,15566804,这是CBC的情景喜剧：小土豆给海湖庄园的主人打去贺电 加拿大人对于小土豆和特朗普的嘲讽毫无保留，喜剧效果拉满#美国##特朗普新政# http://t.cn/A6mNNhoo ,美国/特朗普新政,南归孤夷的微博视频
P93lcfpB7,澎湃新闻,True,32644628,572521008,【90秒｜犯34项重罪却获无条件释放，特朗普“封口费”案证据是什么？】#特朗普犯34项重罪却获无条件释放# 当地时间1月10日，美国纽约州最高法院法官就当选总统特朗普“封口费”案进行判决，裁定特朗普在此案中34项罪名成立，但无条件释放，不予任何惩罚。 http://t.cn/A6uEKKp7 ,特朗普犯34项重罪却获无条件释放,澎湃新闻的微博视频
P5huLpveX,邱震海,True,2020535,645725,#烽火问鼎计划# 当地时间12月16日，美国当选总统特朗普在海湖庄园举行首场记者会，透露了对中国、俄乌等重要政策，那么这是他非常重要的一次政策的宣誓，前期的一些信号有必要引起我们的重视。在此次记者会上，特朗普表态：美中联手可解决所有问题，释放什么信号？欢迎收看《震海听风》今日解读。 ,烽火问鼎计划/特朗普称美中联手可以解决世界上所有问题,邱震海的微博视频
P8OVqkbAY,新京报,True,47973734,267820624,【#特朗普称加州州长应为山火负责#：为保护鱼类拒绝引入水源】1月8日，美国当选总统特朗普指责加州州长纽森应对加州山火负责。特朗普称纽森优先考虑环境保护和保护鱼类，而不是山火预防工作。特朗普还在社交平台连发数文，痛斥纽森此前拒绝将北方丰富雨水和雪融水引入加州的建议。特朗普还指责纽森此举 ,特朗普称加州州长应为山火负责/特朗普要求加州州长就山火失控辞职,新京报的微博视频
P8bj7iEWc,吕宁思,True,853335,609592,#伊朗# 伊朗会否遭军事打击？特朗普或拿伊朗开刀，采取新一轮极限施压#v评智库# #微博新知# http://t.cn/A6upkquf ,伊朗/v评智库/微博新知,吕宁思的微博视频
P8vmN2quF,黄智贤星球,True,1846307,13692649,特鲁多辞职 特朗普扎心 #加拿大总理特鲁多辞职##特朗普称加拿大应成为美国第51个州##黄智贤夜问# http://t.cn/A6ujni3y ,加拿大总理特鲁多辞职/特朗普称加拿大应成为美国第51个州/黄智贤夜问,黄智贤星球的微博视频
P6Vvw03At,盘子微谈,True,1609276,8723328,美国已经瑟瑟发抖，要完蛋了！[二哈]#特朗普要求暂停执行TikTok强制出售令# http://t.cn/A6uta2DM ,特朗普要求暂停执行TikTok强制出售令,盘子微谈的微博视频
P92DpgxYA,北京日报,True,10943010,55097308,【#加州州长说特朗普把山火问题政治化#】#美国山火肆虐仍不忘党争#自7日燃起的美国加州山火至今日仍在肆虐，灾情异常严峻。然而，在此情况下，共和党籍的候任总统特朗普仍不忘“党争”，接连指责民主党籍加州州长纽森以及现任总统拜登的相关政策导致加州应对火灾不力；而纽森则反击称，这是在把山火问 ,加州州长说特朗普把山火问题政治化/美国山火肆虐仍不忘党争/特朗普罪名成立但不予惩罚,北京日报的微博视频
P4QixC2dQ,傅正,True,780324,1093256,美国分裂或内战的必要条件有且只有一个：美国军队失去它的中立地位。 根据政治中立原则，美国军官只能掌管事务性和技术性工作，政治领导必须交给“文官”去做，然而美国这些领导军队的文官和政务官，越来越多地被退役军官所掌控了。 虽然到目前为止，美军仍不敢直接挑战总统和国会的权威、不敢公然违背 ,美国内战,傅正的微博视频
P6VoYtoKV,齐都督,True,182217,6953581,特朗普认为外国人读完顶尖大学或硕博应该要自动给他们绿卡，不该让他们回国创造就业机会，应该让他们在美国创造就业机会。 http://t.cn/A6ut6nnM ,,齐都督的微博视频
